mode,mode_name,cluster_size,sharing_group,smem_width,smem_height,tile_bytes,total_smem_bytes,gpu_time_ns,sm_cycles,tma_instructions,smsp_tma_instructions,tma_xbar_active_cycles,tma_mcast_requests,tma_mcast_req_32B,tma_mcast_req_64B,tma_mcast_req_96B,tma_mcast_req_128B,tma_mcast_req_replayed,tma_ld_bytes,tma_ld_bytes_self,tma_ld_bytes_mcast,tma_ld_sectors,tma_ld_sectors_self,tma_ld_sectors_mcast,tma_pipe_bytes,tma_pipe_sectors,lts_sectors_total,lts_sectors_read,lts_sectors_tex,lts_sectors_tex_read,lts_requests_tex,lts_tex_hit,lts_tex_miss,lts_hit,lts_miss,lts_hit_rate_pct,dram_bytes_read,dram_bytes_total,dram_sectors_read,dram_throughput_pct_peak,gcc_xbar2gcc_sectors,stall_barrier,stall_long_scoreboard,stall_mio_throttle,lrc_ilc_input_sectors
1,explicit_mcast,1,1,128,80,40960,163872,10938272,17227702.90,52400,52400,8384034,0,0,0,0,0,0,2146304000,2146304000,0,67072000,67072000,0,2146304000,67072000,67286972,67074922,67072000,67072000,16768000,0,67072000,8017,67288663,n/a,n/a,n/a,n/a,n/a,360,53136.54,12408096.44,0,n/a
0,implicit_l2_intra,1,1,64,192,49152,196640,11582976,18243089.50,43680,43680,8386656,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,67288673,67101660,67092480,67092480,16773120,0,67092480,7467,67273889,n/a,n/a,n/a,n/a,n/a,360,50199.46,13311081.41,0,n/a
1,explicit_mcast,1,1,64,192,49152,196640,11069600,17434532.90,43680,43680,8386724,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,67273869,67095853,67092480,67092480,16773120,0,67092480,8817,67283852,n/a,n/a,n/a,n/a,n/a,360,42495.71,12928932.80,0,n/a
0,implicit_l2_intra,1,1,128,96,49152,196640,10981248,17295378.60,43680,43680,8386715,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,67273229,67095332,67092480,67092480,16773120,0,67092480,12823,67283984,n/a,n/a,n/a,n/a,n/a,360,44393.65,12588375.85,0,n/a
1,explicit_mcast,1,1,128,96,49152,196640,12182752,19187726.50,43680,43680,8386682,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,67299681,67105788,67092480,67092480,16773120,0,67092480,12087,67282996,n/a,n/a,n/a,n/a,n/a,360,55861.05,13926700.81,0,n/a
0,implicit_l2_intra,1,1,64,224,57344,229408,12016960,18926648.40,37440,37440,8387558,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,67279135,67107205,67092480,67092480,16773120,0,67092480,2313,67262723,n/a,n/a,n/a,n/a,n/a,360,74714.91,13667301.91,0,n/a
1,explicit_mcast,1,1,64,224,57344,229408,11877248,18706614.70,37440,37440,8386906,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,67270774,67105317,67092480,67092480,16773120,0,67092480,8460,67248884,n/a,n/a,n/a,n/a,n/a,360,64047.43,13544931.45,0,n/a
0,implicit_l2_intra,1,1,128,112,57344,229408,11466304,18059308.80,37440,37440,8387038,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,67261442,67100783,67092480,67092480,16773120,0,67092480,14005,67250576,n/a,n/a,n/a,n/a,n/a,360,62406.16,12991962.19,0,n/a
1,explicit_mcast,1,1,128,112,57344,229408,11701920,18430466.10,37440,37440,8387518,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,67266207,67103570,67092480,67092480,16773120,0,67092480,2465,67257853,n/a,n/a,n/a,n/a,n/a,360,63810.21,13472044.81,0,n/a
0,implicit_l2_intra,2,2,32,8,1024,4128,27134368,42736521.10,2097120,2097120,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,65061736,60843779,60817088,60817088,15204272,27263168,33553920,27287558,37775692,n/a,n/a,n/a,n/a,n/a,360,2237767.19,24035136.41,0,n/a
0,implicit_l2_intra,2,2,64,4,1024,4128,27283360,42971223.30,2097120,2097120,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,65070381,60849147,60817088,60817088,15204272,27263168,33553920,27283781,37787791,n/a,n/a,n/a,n/a,n/a,360,2270109.24,24045787.73,0,n/a
0,implicit_l2_intra,2,2,128,4,2048,8224,14332128,22572962.70,1048560,1048560,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,62929429,60826953,60817152,60817152,15204288,27263232,33553920,27267256,35674022,n/a,n/a,n/a,n/a,n/a,360,1248879.60,13340727.21,0,n/a
0,implicit_l2_intra,2,2,32,16,2048,8224,14600768,22996099.30,1048560,1048560,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,62947581,60835799,60818368,60818368,15204592,27264448,33553920,27283206,35672546,n/a,n/a,n/a,n/a,n/a,360,1328841.05,13485687.09,0,n/a
0,implicit_l2_intra,2,2,64,8,2048,8224,14542880,22904957.20,1048560,1048560,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,62945887,60834250,60816768,60816768,15204192,27262848,33553920,27265072,35672321,n/a,n/a,n/a,n/a,n/a,360,1337881.77,13462004.53,0,n/a
0,implicit_l2_intra,2,2,32,32,4096,16416,8373952,13188824.30,524240,524240,8387840,0,0,0,0,0,0,2147287040,2147287040,0,67102720,67102720,0,2147287040,67102720,61889384,60826229,60811840,60811840,15202960,27260480,33551360,27262543,34618282,n/a,n/a,n/a,n/a,n/a,360,853774.89,8393669.06,0,n/a
0,implicit_l2_intra,2,2,64,16,4096,16416,8200960,12916377,524240,524240,8387840,0,0,0,0,0,0,2147287040,2147287040,0,67102720,67102720,0,2147287040,67102720,61868852,60817480,60811840,60811840,15202960,27260480,33551360,27272772,34607858,n/a,n/a,n/a,n/a,n/a,360,845466.99,8107101.31,0,n/a
0,implicit_l2_intra,2,2,128,8,4096,16416,8321088,13105647,524240,524240,8387840,0,0,0,0,0,0,2147287040,2147287040,0,67102720,67102720,0,2147287040,67102720,61889572,60826277,60811840,60811840,15202960,27260480,33551360,27264484,34607914,n/a,n/a,n/a,n/a,n/a,360,847129.11,8198443.94,0,n/a
0,implicit_l2_intra,2,2,32,48,6144,24608,6470432,10190812,349520,349520,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,62184810,60822361,60816384,60816384,15204096,27262464,33553920,27266609,34917790,n/a,n/a,n/a,n/a,n/a,360,702659.64,6688579.30,0,n/a
0,implicit_l2_intra,2,2,64,24,6144,24608,6464992,10182245.90,349520,349520,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,62184526,60821993,60816000,60816000,15204000,27262080,33553920,27264225,34918259,n/a,n/a,n/a,n/a,n/a,360,703516.97,6688169.17,0,n/a
0,implicit_l2_intra,2,2,128,12,6144,24608,6526336,10278850.40,349520,349520,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,62205168,60833324,60819648,60819648,15204912,27265728,33553920,27267817,34928609,n/a,n/a,n/a,n/a,n/a,360,706350.12,6794077.71,0,n/a
0,implicit_l2_intra,2,2,32,64,8192,32800,5758048,9068878,262080,262080,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61878949,60815700,60802560,60802560,15200640,27256320,33546240,27260476,34613638,n/a,n/a,n/a,n/a,n/a,360,530103.56,6345298.31,0,n/a
0,implicit_l2_intra,2,2,64,32,8192,32800,5774944,9095469.60,262080,262080,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61878804,60815655,60802560,60802560,15200640,27256320,33546240,27258392,34608687,n/a,n/a,n/a,n/a,n/a,360,525961.15,6420319.74,0,n/a
0,implicit_l2_intra,2,2,128,16,8192,32800,5777088,9098801.40,262080,262080,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61879279,60815807,60802560,60802560,15200640,27256320,33546240,27265266,34613568,n/a,n/a,n/a,n/a,n/a,360,521593.30,6409870.58,0,n/a
0,implicit_l2_intra,2,2,32,80,10240,40992,5584512,8795525.60,209680,209680,8387200,0,0,0,0,0,0,2147123200,2147123200,0,67097600,67097600,0,2147123200,67097600,61664266,60817096,60807872,60807872,15201968,27259072,33548800,27261172,34392168,n/a,n/a,n/a,n/a,n/a,360,506765.05,6487247.04,0,n/a
0,implicit_l2_intra,2,2,64,40,10240,40992,5482080,8634170.40,209680,209680,8387200,0,0,0,0,0,0,2147123200,2147123200,0,67097600,67097600,0,2147123200,67097600,61652021,60810534,60806216,60806216,15201554,27257408,33548800,27259569,34394206,n/a,n/a,n/a,n/a,n/a,360,487444.79,6425084.11,0,n/a
0,implicit_l2_intra,2,2,128,20,10240,40992,5513120,8683130.90,209680,209680,8387200,0,0,0,0,0,0,2147123200,2147123200,0,67097600,67097600,0,2147123200,67097600,61657481,60813327,60807872,60807872,15201968,27259072,33548800,27263282,34394215,n/a,n/a,n/a,n/a,n/a,360,496055.45,6444251.72,0,n/a
0,implicit_l2_intra,2,2,32,96,12288,49184,5477280,8626689.60,174720,174720,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61512433,60808082,60802560,60802560,15200640,27256320,33546240,27267203,34251639,n/a,n/a,n/a,n/a,n/a,360,433736.10,6704691.76,0,n/a
0,implicit_l2_intra,2,2,64,48,12288,49184,5437920,8564646.80,174720,174720,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61508516,60806880,60802560,60802560,15200640,27256320,33546240,27267139,34249766,n/a,n/a,n/a,n/a,n/a,360,437221.30,6633901.05,0,n/a
0,implicit_l2_intra,2,2,128,24,12288,49184,5471904,8618208.90,174720,174720,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61508133,60806605,60802560,60802560,15200640,27256320,33546240,27260574,34258836,n/a,n/a,n/a,n/a,n/a,360,435520.24,6654505.80,0,n/a
0,implicit_l2_intra,2,2,32,112,14336,57376,5578464,8785971.60,149760,149760,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61419627,60811699,60804864,60804864,15201216,27258624,33546240,27269856,34155782,n/a,n/a,n/a,n/a,n/a,360,390630.03,6968857.05,0,n/a
0,implicit_l2_intra,2,2,64,56,14336,57376,5692768,8966073.20,149760,149760,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61431415,60817315,60804268,60804268,15201067,27257856,33546240,27260081,34163742,n/a,n/a,n/a,n/a,n/a,360,389864.76,7108984.99,0,n/a
0,implicit_l2_intra,2,2,128,28,14336,57376,5669184,8928899.90,149760,149760,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61430006,60815895,60802968,60802968,15200742,27256576,33546240,27269477,34161695,n/a,n/a,n/a,n/a,n/a,360,390182.06,7093770.60,0,n/a
0,implicit_l2_intra,2,2,32,128,16384,65568,5474144,8621657.50,131040,131040,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61333787,60806860,60802560,60802560,15200640,27256320,33546240,27260476,34074628,n/a,n/a,n/a,n/a,n/a,360,334679.60,7039560.71,0,n/a
0,implicit_l2_intra,2,2,64,64,16384,65568,5466176,8609134.30,131040,131040,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61333980,60806923,60802560,60802560,15200640,27256320,33546240,27260550,34074799,n/a,n/a,n/a,n/a,n/a,360,331428.74,7037441.72,0,n/a
0,implicit_l2_intra,2,2,128,32,16384,65568,5674944,8937934,131040,131040,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61344912,60809263,60802560,60802560,15200640,27256320,33546240,27260698,34076188,n/a,n/a,n/a,n/a,n/a,360,342114.39,7266556.76,0,n/a
0,implicit_l2_intra,2,2,32,160,20480,81952,5519872,8693648.10,104800,104800,8384000,0,0,0,0,0,0,2146304000,2146304000,0,67072000,67072000,0,2146304000,67072000,61217363,60791367,60784408,60784408,15196102,27248000,33536000,27252403,33972361,n/a,n/a,n/a,n/a,n/a,360,285752.34,7245956.71,0,n/a
0,implicit_l2_intra,2,2,64,80,20480,81952,5738560,9038163.70,104800,104800,8384000,0,0,0,0,0,0,2146304000,2146304000,0,67072000,67072000,0,2146304000,67072000,61231152,60796958,60784188,60784188,15196047,27248000,33536000,27252338,33968233,n/a,n/a,n/a,n/a,n/a,360,287239.64,7442841.38,0,n/a
0,implicit_l2_intra,2,2,128,40,20480,81952,5427264,8547873.30,104800,104800,8384000,0,0,0,0,0,0,2146304000,2146304000,0,67072000,67072000,0,2146304000,67072000,61209497,60787419,60784000,60784000,15196000,27248000,33536000,27249588,33959309,n/a,n/a,n/a,n/a,n/a,360,293797.78,7086502.25,0,n/a
0,implicit_l2_intra,2,2,32,176,22528,90144,5525728,8703011,95280,95280,8384640,0,0,0,0,0,0,2146467840,2146467840,0,67077120,67077120,0,2146467840,67077120,61179614,60792793,60788080,60788080,15197020,27249472,33538560,27251861,33923297,n/a,n/a,n/a,n/a,n/a,360,266509.94,7238666.30,0,n/a
0,implicit_l2_intra,2,2,64,88,22528,90144,5842976,9202611.60,95280,95280,8384640,0,0,0,0,0,0,2146467840,2146467840,0,67077120,67077120,0,2146467840,67077120,61199192,60800346,60786768,60786768,15196692,27248192,33538560,27250419,33933171,n/a,n/a,n/a,n/a,n/a,360,265635.38,7591631.59,0,n/a
0,implicit_l2_intra,2,2,128,44,22528,90144,5444352,8574772.70,95280,95280,8384640,0,0,0,0,0,0,2146467840,2146467840,0,67077120,67077120,0,2146467840,67077120,61177197,60793297,60789580,60789580,15197395,27251008,33538560,27255200,33923733,n/a,n/a,n/a,n/a,n/a,360,269529.78,7148882.86,0,n/a
0,implicit_l2_intra,2,2,64,96,24576,98336,5563232,8762044.10,87360,87360,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61165761,60808957,60802992,60802992,15200748,27256320,33546240,27260749,33906872,n/a,n/a,n/a,n/a,n/a,360,239032.54,7351063.50,0,n/a
0,implicit_l2_intra,2,2,128,48,24576,98336,4206368,6624993.40,87360,87360,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61165682,60809152,60803828,60803828,15200957,27256320,33546240,27260651,33901428,n/a,n/a,n/a,n/a,n/a,360,235220.31,5453675.58,0,n/a
0,implicit_l2_intra,2,2,128,52,26624,106528,5662592,8918486,80640,80640,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61144808,60812645,60804484,60804484,15201121,27257344,33546240,27259435,33876907,n/a,n/a,n/a,n/a,n/a,360,211725.80,7381177.67,0,n/a
0,implicit_l2_intra,2,2,128,56,28672,114720,5657280,8910148.90,74880,74880,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61120244,60809290,60803144,60803144,15200786,27256320,33546240,27266745,33850766,n/a,n/a,n/a,n/a,n/a,360,176459.04,7355528.21,0,n/a
0,implicit_l2_intra,2,2,128,60,30720,122912,5702592,8981514.30,69840,69840,8380800,0,0,0,0,0,0,2145484800,2145484800,0,67046400,67046400,0,2145484800,67046400,61060737,60771135,60761196,60761196,15190299,27236800,33523200,27245084,33808682,n/a,n/a,n/a,n/a,n/a,360,145967.44,7376191.72,0,n/a
0,implicit_l2_intra,2,2,64,128,32768,131104,5463072,8604207.80,65520,65520,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61073888,60808951,60806376,60806376,15201594,27258760,33546240,27260971,33811081,n/a,n/a,n/a,n/a,n/a,360,121950.74,7052990.96,0,n/a
0,implicit_l2_intra,2,2,128,64,32768,131104,5524672,8701258.50,65520,65520,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61081988,60814561,60810344,60810344,15202586,27258348,33546240,27260619,33811303,n/a,n/a,n/a,n/a,n/a,360,116704.39,7116458.58,0,n/a
0,implicit_l2_intra,2,2,128,72,36864,147488,5760224,9072304.50,58240,58240,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,61057301,60812709,60802776,60802776,15200694,27256320,33546240,27258625,33789171,n/a,n/a,n/a,n/a,n/a,360,93671.44,7258672.60,0,n/a
0,implicit_l2_intra,2,2,128,80,40960,163872,5887360,9272534,52400,52400,8384001,0,0,0,0,0,0,2146304000,2146304000,0,67072000,67072000,0,2146304000,67072000,61022796,60801868,60791764,60791764,15197941,27248000,33536000,27252339,33760080,n/a,n/a,n/a,n/a,n/a,360,85055.93,7426884.84,0,n/a
0,implicit_l2_intra,2,2,64,192,49152,196640,5493024,8651448.30,43680,43680,8386579,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,60983443,60805791,60803164,60803164,15200791,27256368,33546240,27260943,33723946,n/a,n/a,n/a,n/a,n/a,360,64710.41,6780495.01,0,n/a
0,implicit_l2_intra,2,2,128,96,49152,196640,5911360,9310266.70,43680,43680,8386572,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,60998671,60814466,60805412,60805412,15201353,27256332,33546240,27258604,33732748,n/a,n/a,n/a,n/a,n/a,360,64409.88,7304074.03,0,n/a
0,implicit_l2_intra,2,2,64,224,57344,229408,5530272,8710054.50,37440,37440,8386862,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,60961108,60808205,60805540,60805540,15201385,27256432,33546240,27260902,33701245,n/a,n/a,n/a,n/a,n/a,360,62984.38,6795980.35,0,n/a
0,implicit_l2_intra,2,2,128,112,57344,229408,5657760,8910891.70,37440,37440,8386937,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,60965896,60809054,60804488,60804488,15201122,27256460,33546240,27258717,33708333,n/a,n/a,n/a,n/a,n/a,360,63389.07,6957997.17,0,n/a
0,implicit_l2_intra,4,4,32,8,1024,4128,53336352,84004649.70,2097120,2097120,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,61974198,57729102,57668208,57668208,14417052,40891248,16776960,40922803,21036096,n/a,n/a,n/a,n/a,n/a,360,2214857.31,23711380.34,0,n/a
0,implicit_l2_intra,4,4,64,4,1024,4128,53264800,83891958.40,2097120,2097120,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,61962386,57724821,57669216,57669216,14417304,40892256,16776960,40927671,21047290,n/a,n/a,n/a,n/a,n/a,360,2227051.71,23687748.25,0,n/a
0,implicit_l2_intra,4,4,128,4,2048,8224,27109216,42696971.80,1048560,1048560,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,59804810,57692906,57669216,57669216,14417304,40892256,16776960,40911018,18901718,n/a,n/a,n/a,n/a,n/a,360,1017410.47,12403838.29,0,n/a
0,implicit_l2_intra,4,4,32,16,2048,8224,27260160,42934653.30,1048560,1048560,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,59809340,57697433,57673536,57673536,14418384,40896576,16776960,40915290,18901693,n/a,n/a,n/a,n/a,n/a,360,1151103.19,12386299.64,0,n/a
0,implicit_l2_intra,4,4,64,8,2048,8224,26877184,42331461.60,1048560,1048560,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,59806012,57694118,57670656,57670656,14417664,40893696,16776960,40914441,18903603,n/a,n/a,n/a,n/a,n/a,360,989026.54,12314543.10,0,n/a
0,implicit_l2_intra,4,4,32,32,4096,16416,14372416,22636460.50,524240,524240,8387840,0,0,0,0,0,0,2147287040,2147287040,0,67102720,67102720,0,2147287040,67102720,58744178,57681944,57665344,57665344,14416336,40889664,16775680,40908350,17847280,n/a,n/a,n/a,n/a,n/a,360,645537.96,6874416.29,0,n/a
0,implicit_l2_intra,4,4,64,16,4096,16416,14224000,22402717.10,524240,524240,8387840,0,0,0,0,0,0,2147287040,2147287040,0,67102720,67102720,0,2147287040,67102720,58746522,57683255,57665728,57665728,14416432,40890048,16775680,40894003,17845369,n/a,n/a,n/a,n/a,n/a,360,599813.26,6773290.19,0,n/a
0,implicit_l2_intra,4,4,128,8,4096,16416,14098784,22205515.70,524240,524240,8387840,0,0,0,0,0,0,2147287040,2147287040,0,67102720,67102720,0,2147287040,67102720,58747462,57684098,57666880,57666880,14416720,40891200,16775680,40911946,17845369,n/a,n/a,n/a,n/a,n/a,360,611286.84,6799909.75,0,n/a
0,implicit_l2_intra,4,4,32,48,6144,24608,9886112,15570525.10,349520,349520,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,59071313,57688734,57672768,57672768,14418192,40895808,16776960,40899847,18161530,n/a,n/a,n/a,n/a,n/a,360,556763.40,4965475.64,0,n/a
0,implicit_l2_intra,4,4,64,24,6144,24608,10314752,16245624.90,349520,349520,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,59054138,57673698,57658272,57658272,14414568,40881312,16776960,40885251,18157849,n/a,n/a,n/a,n/a,n/a,360,559251.39,5353894.03,0,n/a
0,implicit_l2_intra,4,4,128,12,6144,24608,9707040,15288556.10,349520,349520,8388480,0,0,0,0,0,0,2147450880,2147450880,0,67107840,67107840,0,2147450880,67107840,59049216,57680612,57674112,57674112,14418528,40897152,16776960,40917845,18151292,n/a,n/a,n/a,n/a,n/a,360,545407.72,4822621.58,0,n/a
0,implicit_l2_intra,4,4,32,64,8192,32800,8085696,12734856.80,262080,262080,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58747161,57675214,57657600,57657600,14414400,40884480,16773120,40886723,17844963,n/a,n/a,n/a,n/a,n/a,360,384623.91,4327512.01,0,n/a
0,implicit_l2_intra,4,4,64,32,8192,32800,8052384,12682446.30,262080,262080,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58744156,57675280,57657600,57657600,14414400,40884480,16773120,40886614,17828919,n/a,n/a,n/a,n/a,n/a,360,394985.65,4387001.03,0,n/a
0,implicit_l2_intra,4,4,128,16,8192,32800,7898496,12439998.50,262080,262080,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58714145,57663093,57657600,57657600,14414400,40884480,16773120,40888575,17841407,n/a,n/a,n/a,n/a,n/a,360,399099.42,4150717.11,0,n/a
0,implicit_l2_intra,4,4,32,80,10240,40992,6440320,10143432.10,209680,209680,8387200,0,0,0,0,0,0,2147123200,2147123200,0,67097600,67097600,0,2147123200,67097600,58508220,57666577,57661728,57661728,14415432,40887072,16774400,40901811,17618430,n/a,n/a,n/a,n/a,n/a,360,366000.56,3483492.42,0,n/a
0,implicit_l2_intra,4,4,64,40,10240,40992,6852928,10793291.20,209680,209680,8387200,0,0,0,0,0,0,2147123200,2147123200,0,67097600,67097600,0,2147123200,67097600,58511316,57669874,57664832,57664832,14416208,40890432,16774400,40892595,17620294,n/a,n/a,n/a,n/a,n/a,360,390004.14,3802270.14,0,n/a
0,implicit_l2_intra,4,4,128,20,10240,40992,6842176,10776330.90,209680,209680,8387200,0,0,0,0,0,0,2147123200,2147123200,0,67097600,67097600,0,2147123200,67097600,58506204,57664725,57659744,57659744,14414936,40885344,16774400,40895834,17618390,n/a,n/a,n/a,n/a,n/a,360,391008.05,3790965.85,0,n/a
0,implicit_l2_intra,4,4,32,96,12288,49184,6050752,9529820.90,174720,174720,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58367939,57666404,57661824,57661824,14415456,40888704,16773120,40892628,17478843,n/a,n/a,n/a,n/a,n/a,360,358474.91,3455349.60,0,n/a
0,implicit_l2_intra,4,4,64,48,12288,49184,5963488,9392381.90,174720,174720,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58361989,57660311,57655680,57655680,14413920,40882560,16773120,40886717,17478902,n/a,n/a,n/a,n/a,n/a,360,361902.94,3416347.67,0,n/a
0,implicit_l2_intra,4,4,128,24,12288,49184,6036896,9508003.70,174720,174720,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58362365,57660720,57656112,57656112,14414028,40882560,16773120,40886440,17478894,n/a,n/a,n/a,n/a,n/a,360,355338.97,3425547.15,0,n/a
0,implicit_l2_intra,4,4,32,112,14336,57376,5451776,8586429.90,149760,149760,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58274009,57665848,57657984,57657984,14414496,40884864,16773120,40888947,17378839,n/a,n/a,n/a,n/a,n/a,360,343185.06,3210122.14,0,n/a
0,implicit_l2_intra,4,4,64,56,14336,57376,5538496,8723034,149760,149760,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58283971,57669843,57656640,57656640,14414160,40883520,16773120,40894221,17390978,n/a,n/a,n/a,n/a,n/a,360,339558.99,3266983.04,0,n/a
0,implicit_l2_intra,4,4,128,28,14336,57376,5460096,8599606.40,149760,149760,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58286835,57673095,57659928,57659928,14414982,40886688,16773120,40888835,17391095,n/a,n/a,n/a,n/a,n/a,360,311767.72,3168004.21,0,n/a
0,implicit_l2_intra,4,4,32,128,16384,65568,4926464,7759109.30,131040,131040,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58192466,57662872,57657632,57657632,14414408,40884480,16773120,40896936,17301602,n/a,n/a,n/a,n/a,n/a,360,241858.61,2952099.49,0,n/a
0,implicit_l2_intra,4,4,64,64,16384,65568,4843680,7628692.90,131040,131040,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58186541,57661055,57657600,57657600,14414400,40884480,16773120,40886455,17301515,n/a,n/a,n/a,n/a,n/a,360,221776.74,2863189.23,0,n/a
0,implicit_l2_intra,4,4,128,32,16384,65568,4934688,7772052.80,131040,131040,8386560,0,0,0,0,0,0,2146959360,2146959360,0,67092480,67092480,0,2146959360,67092480,58188572,57661678,57657600,57657600,14414400,40884480,16773120,40886535,17303555,n/a,n/a,n/a,n/a,n/a,360,270751.55,2919177.55,0,n/a
0,implicit_l2_intra,4,4,32,160,20480,81952,4489120,7070287,104800,104800,8384000,0,0,0,0,0,0,2146304000,2146304000,0,67072000,67072000,0,2146304000,67072000,58065736,57643790,57639904,57639904,14409976,40871428,16768000,40873521,17193326,n/a,n/a,n/a,n/a,n/a,360,255582.19,2789195.91,0,n/a
0,implicit_l2_intra,4,4,64,80,20480,81952,4493760,7077631,104800,104800,8384000,0,0,0,0,0,0,2146304000,2146304000,0,67072000,67072000,0,2146304000,67072000,58066450,57644511,57640668,57640668,14410167,40872144,16768000,40874200,17191060,n/a,n/a,n/a,n/a,n/a,360,259350.54,2756101.23,0,n/a
