M,N,K,TILE_M,TILE_N,TILE_K,STAGES,dtype,time_ms,TFLOPS
64,16,131072,64,16,256,3,FP8_E4M3,0.0993168,2.70282
64,16,131072,64,16,256,4,FP8_E4M3,0.0884224,3.03583
64,16,131072,64,16,256,5,FP8_E4M3,0.0904848,2.96664
64,16,131072,64,16,256,6,FP8_E4M3,0.0946208,2.83696
64,16,131072,64,16,256,7,FP8_E4M3,0.0966736,2.77672
64,16,131072,64,16,256,8,FP8_E4M3,0.100811,2.66275
64,16,131072,64,16,512,0,FP8_E4M3,0.104811,2.56113
64,16,131072,64,16,512,2,FP8_E4M3,0.141782,1.89329
64,16,131072,64,16,512,3,FP8_E4M3,0.0843024,3.1842
64,16,131072,64,16,512,4,FP8_E4M3,0.087616,3.06377
64,16,131072,64,16,512,5,FP8_E4M3,0.0899696,2.98362
# BUILD_FAILED: 64,16,512,6,1
# BUILD_FAILED: 64,16,512,7,1
# BUILD_FAILED: 64,16,512,8,1
64,32,131072,64,32,32,0,FP8_E4M3,0.441067,1.21721
64,32,131072,64,32,32,2,FP8_E4M3,0.823635,0.651831
64,32,131072,64,32,32,3,FP8_E4M3,0.543352,0.988072
64,32,131072,64,32,32,4,FP8_E4M3,0.41353,1.29826
64,32,131072,64,32,32,5,FP8_E4M3,0.396226,1.35496
64,32,131072,64,32,32,6,FP8_E4M3,0.391835,1.37014
64,32,131072,64,32,32,7,FP8_E4M3,0.408648,1.31377
64,32,131072,64,32,32,8,FP8_E4M3,0.419082,1.28107
64,32,131072,64,32,64,0,FP8_E4M3,0.203024,2.64437
64,32,131072,64,32,64,2,FP8_E4M3,0.436643,1.22954
64,32,131072,64,32,64,3,FP8_E4M3,0.287621,1.86659
64,32,131072,64,32,64,4,FP8_E4M3,0.222163,2.41656
64,32,131072,64,32,64,5,FP8_E4M3,0.201379,2.66597
64,32,131072,64,32,64,6,FP8_E4M3,0.201246,2.66773
64,32,131072,64,32,64,7,FP8_E4M3,0.209106,2.56746
64,32,131072,64,32,64,8,FP8_E4M3,0.199154,2.69576
64,32,131072,64,32,128,0,FP8_E4M3,0.10681,5.02643
64,32,131072,64,32,128,2,FP8_E4M3,0.244368,2.19698
64,32,131072,64,32,128,3,FP8_E4M3,0.157462,3.40952
64,32,131072,64,32,128,4,FP8_E4M3,0.119061,4.50922
64,32,131072,64,32,128,5,FP8_E4M3,0.107712,4.98432
64,32,131072,64,32,128,6,FP8_E4M3,0.110714,4.84919
64,32,131072,64,32,128,7,FP8_E4M3,0.113979,4.71025
64,32,131072,64,32,128,8,FP8_E4M3,0.11724,4.57925
64,32,131072,64,32,256,0,FP8_E4M3,0.102806,5.22215
64,32,131072,64,32,256,2,FP8_E4M3,0.18663,2.87665
64,32,131072,64,32,256,3,FP8_E4M3,0.131896,4.07041
64,32,131072,64,32,256,4,FP8_E4M3,0.11777,4.55865
64,32,131072,64,32,256,5,FP8_E4M3,0.123171,4.35874
64,32,131072,64,32,256,6,FP8_E4M3,0.127446,4.21252
64,32,131072,64,32,256,7,FP8_E4M3,0.133458,4.02278
64,32,131072,64,32,256,8,FP8_E4M3,0.139742,3.84186
64,32,131072,64,32,512,0,FP8_E4M3,0.145901,3.6797
64,32,131072,64,32,512,2,FP8_E4M3,0.207858,2.58288
64,32,131072,64,32,512,3,FP8_E4M3,0.164104,3.27153
64,32,131072,64,32,512,4,FP8_E4M3,0.176499,3.04178
# BUILD_FAILED: 64,32,512,5,1
# BUILD_FAILED: 64,32,512,6,1
# BUILD_FAILED: 64,32,512,7,1
# BUILD_FAILED: 64,32,512,8,1
64,64,131072,64,64,32,0,FP8_E4M3,0.696989,1.54054
64,64,131072,64,64,32,2,FP8_E4M3,0.858928,1.2501
64,64,131072,64,64,32,3,FP8_E4M3,0.573163,1.87336
64,64,131072,64,64,32,4,FP8_E4M3,0.433326,2.47791
64,64,131072,64,64,32,5,FP8_E4M3,0.394926,2.71884
64,64,131072,64,64,32,6,FP8_E4M3,0.408765,2.6268
64,64,131072,64,64,32,7,FP8_E4M3,0.393829,2.72642
64,64,131072,64,64,32,8,FP8_E4M3,0.39167,2.74144
64,64,131072,64,64,64,0,FP8_E4M3,0.205795,5.21753
64,64,131072,64,64,64,2,FP8_E4M3,0.490331,2.18983
64,64,131072,64,64,64,3,FP8_E4M3,0.338792,3.16932
64,64,131072,64,64,64,4,FP8_E4M3,0.238325,4.50537
64,64,131072,64,64,64,5,FP8_E4M3,0.202531,5.30161
64,64,131072,64,64,64,6,FP8_E4M3,0.200955,5.34319
64,64,131072,64,64,64,7,FP8_E4M3,0.207008,5.18696
64,64,131072,64,64,64,8,FP8_E4M3,0.213258,5.03495
64,64,131072,64,64,128,0,FP8_E4M3,0.114971,9.33922
64,64,131072,64,64,128,2,FP8_E4M3,0.289309,3.7114
64,64,131072,64,64,128,3,FP8_E4M3,0.202344,5.30652
64,64,131072,64,64,128,4,FP8_E4M3,0.132253,8.11886
64,64,131072,64,64,128,5,FP8_E4M3,0.11059,9.70918
64,64,131072,64,64,128,6,FP8_E4M3,0.110779,9.69263
64,64,131072,64,64,128,7,FP8_E4M3,0.11505,9.33286
64,64,131072,64,64,128,8,FP8_E4M3,0.119275,9.00222
64,64,131072,64,64,256,0,FP8_E4M3,0.119082,9.01686
64,64,131072,64,64,256,2,FP8_E4M3,0.216232,4.96569
64,64,131072,64,64,256,3,FP8_E4M3,0.153195,7.00898
64,64,131072,64,64,256,4,FP8_E4M3,0.100718,10.6608
64,64,131072,64,64,256,5,FP8_E4M3,0.102728,10.4523
64,64,131072,64,64,256,6,FP8_E4M3,0.106928,10.0417
64,64,131072,64,64,256,7,FP8_E4M3,0.11092,9.68033
# BUILD_FAILED: 64,64,256,8,1
64,64,131072,64,64,512,0,FP8_E4M3,0.119978,8.94952
64,64,131072,64,64,512,2,FP8_E4M3,0.168962,6.35495
64,64,131072,64,64,512,3,FP8_E4M3,0.129486,8.29231
# BUILD_FAILED: 64,64,512,4,1
# BUILD_FAILED: 64,64,512,5,1
# BUILD_FAILED: 64,64,512,6,1
# BUILD_FAILED: 64,64,512,7,1
# BUILD_FAILED: 64,64,512,8,1
64,128,131072,64,128,32,0,FP8_E4M3,0.673602,3.18806
64,128,131072,64,128,32,2,FP8_E4M3,0.984186,2.18199
64,128,131072,64,128,32,3,FP8_E4M3,0.665947,3.22471
64,128,131072,64,128,32,4,FP8_E4M3,0.527112,4.07406
64,128,131072,64,128,32,5,FP8_E4M3,0.50911,4.21811
64,128,131072,64,128,32,6,FP8_E4M3,0.520426,4.1264
64,128,131072,64,128,32,7,FP8_E4M3,0.523942,4.0987
64,128,131072,64,128,32,8,FP8_E4M3,0.517122,4.15276
64,128,131072,64,128,64,0,FP8_E4M3,0.260512,8.24332
64,128,131072,64,128,64,2,FP8_E4M3,0.559042,3.84137
64,128,131072,64,128,64,3,FP8_E4M3,0.386272,5.55951
64,128,131072,64,128,64,4,FP8_E4M3,0.297987,7.20663
64,128,131072,64,128,64,5,FP8_E4M3,0.281395,7.63156
64,128,131072,64,128,64,6,FP8_E4M3,0.264365,8.12318
64,128,131072,64,128,64,7,FP8_E4M3,0.263611,8.14641
64,128,131072,64,128,64,8,FP8_E4M3,0.263218,8.15859
64,128,131072,64,128,128,0,FP8_E4M3,0.182706,11.7538
64,128,131072,64,128,128,2,FP8_E4M3,0.341517,6.28808
64,128,131072,64,128,128,3,FP8_E4M3,0.238886,8.98956
64,128,131072,64,128,128,4,FP8_E4M3,0.178509,12.0301
64,128,131072,64,128,128,5,FP8_E4M3,0.178437,12.035
64,128,131072,64,128,128,6,FP8_E4M3,0.184674,11.6285
64,128,131072,64,128,128,7,FP8_E4M3,0.19045,11.2759
64,128,131072,64,128,128,8,FP8_E4M3,0.197064,10.8974
64,128,131072,64,128,256,0,FP8_E4M3,0.203499,10.5528
64,128,131072,64,128,256,2,FP8_E4M3,0.284912,7.53736
64,128,131072,64,128,256,3,FP8_E4M3,0.219885,9.7664
64,128,131072,64,128,256,4,FP8_E4M3,0.179936,11.9347
# BUILD_FAILED: 64,128,256,5,1
# BUILD_FAILED: 64,128,256,6,1
# BUILD_FAILED: 64,128,256,7,1
# BUILD_FAILED: 64,128,256,8,1
64,128,131072,64,128,512,0,FP8_E4M3,0.215669,9.95732
64,128,131072,64,128,512,2,FP8_E4M3,0.209336,10.2585
# BUILD_FAILED: 64,128,512,3,1
# BUILD_FAILED: 64,128,512,4,1
# BUILD_FAILED: 64,128,512,5,1
# BUILD_FAILED: 64,128,512,6,1
# BUILD_FAILED: 64,128,512,7,1
# BUILD_FAILED: 64,128,512,8,1
64,192,131072,64,192,32,0,FP8_E4M3,0.69484,4.63592
64,192,131072,64,192,32,2,FP8_E4M3,1.80348,1.78612
64,192,131072,64,192,32,3,FP8_E4M3,1.19657,2.69206
64,192,131072,64,192,32,4,FP8_E4M3,0.942104,3.41918
64,192,131072,64,192,32,5,FP8_E4M3,0.771762,4.17386
64,192,131072,64,192,32,6,FP8_E4M3,0.701245,4.59358
64,192,131072,64,192,32,7,FP8_E4M3,0.693891,4.64226
64,192,131072,64,192,32,8,FP8_E4M3,0.694824,4.63603
64,192,131072,64,192,64,0,FP8_E4M3,0.351758,9.15749
64,192,131072,64,192,64,2,FP8_E4M3,0.988106,3.26
64,192,131072,64,192,64,3,FP8_E4M3,0.652605,4.93595
64,192,131072,64,192,64,4,FP8_E4M3,0.500725,6.43313
64,192,131072,64,192,64,5,FP8_E4M3,0.398286,8.08771
64,192,131072,64,192,64,6,FP8_E4M3,0.360542,8.93439
64,192,131072,64,192,64,7,FP8_E4M3,0.354,9.09951
64,192,131072,64,192,64,8,FP8_E4M3,0.351163,9.17302
64,192,131072,64,192,128,0,FP8_E4M3,0.276787,11.6379
64,192,131072,64,192,128,2,FP8_E4M3,0.592301,5.4385
64,192,131072,64,192,128,3,FP8_E4M3,0.375629,8.57556
64,192,131072,64,192,128,4,FP8_E4M3,0.296558,10.862
64,192,131072,64,192,128,5,FP8_E4M3,0.28515,11.2966
64,192,131072,64,192,128,6,FP8_E4M3,0.29699,10.8462
64,192,131072,64,192,128,7,FP8_E4M3,0.269042,11.973
# BUILD_FAILED: 64,192,128,8,1
64,192,131072,64,192,256,0,FP8_E4M3,0.280214,11.4956
64,192,131072,64,192,256,2,FP8_E4M3,0.393067,8.1951
64,192,131072,64,192,256,3,FP8_E4M3,0.270805,11.895
# BUILD_FAILED: 64,192,256,4,1
# BUILD_FAILED: 64,192,256,5,1
# BUILD_FAILED: 64,192,256,6,1
# BUILD_FAILED: 64,192,256,7,1
# BUILD_FAILED: 64,192,256,8,1
# BUILD_FAILED: 64,192,512,0,1
# BUILD_FAILED: 64,192,512,2,1
# BUILD_FAILED: 64,192,512,3,1
# BUILD_FAILED: 64,192,512,4,1
# BUILD_FAILED: 64,192,512,5,1
# BUILD_FAILED: 64,192,512,6,1
# BUILD_FAILED: 64,192,512,7,1
# BUILD_FAILED: 64,192,512,8,1
64,256,131072,64,256,32,0,FP8_E4M3,0.887104,4.84156
64,256,131072,64,256,32,2,FP8_E4M3,2.75679,1.55796
64,256,131072,64,256,32,3,FP8_E4M3,1.81919,2.36093
64,256,131072,64,256,32,4,FP8_E4M3,1.45799,2.94581
64,256,131072,64,256,32,5,FP8_E4M3,1.23788,3.46961
64,256,131072,64,256,32,6,FP8_E4M3,1.09572,3.91976
64,256,131072,64,256,32,7,FP8_E4M3,0.95496,4.49754
64,256,131072,64,256,32,8,FP8_E4M3,0.886968,4.8423
64,256,131072,64,256,64,0,FP8_E4M3,0.447131,9.60561
64,256,131072,64,256,64,2,FP8_E4M3,1.4335,2.99614
64,256,131072,64,256,64,3,FP8_E4M3,0.99493,4.31686
64,256,131072,64,256,64,4,FP8_E4M3,0.814675,5.272
64,256,131072,64,256,64,5,FP8_E4M3,0.649766,6.61002
64,256,131072,64,256,64,6,FP8_E4M3,0.590117,7.27816
64,256,131072,64,256,64,7,FP8_E4M3,0.499165,8.60431
64,256,131072,64,256,64,8,FP8_E4M3,0.47708,9.00261
64,256,131072,64,256,128,0,FP8_E4M3,0.397026,10.8179
64,256,131072,64,256,128,2,FP8_E4M3,0.824059,5.21196
64,256,131072,64,256,128,3,FP8_E4M3,0.553443,7.76045
64,256,131072,64,256,128,4,FP8_E4M3,0.42673,10.0648
64,256,131072,64,256,128,5,FP8_E4M3,0.409278,10.494
# BUILD_FAILED: 64,256,128,6,1
# BUILD_FAILED: 64,256,128,7,1
# BUILD_FAILED: 64,256,128,8,1
64,256,131072,64,256,256,0,FP8_E4M3,0.590888,7.26867
64,256,131072,64,256,256,2,FP8_E4M3,0.595382,7.2138
# BUILD_FAILED: 64,256,256,3,1
# BUILD_FAILED: 64,256,256,4,1
# BUILD_FAILED: 64,256,256,5,1
# BUILD_FAILED: 64,256,256,6,1
# BUILD_FAILED: 64,256,256,7,1
# BUILD_FAILED: 64,256,256,8,1
# BUILD_FAILED: 64,256,512,0,1
# BUILD_FAILED: 64,256,512,2,1
# BUILD_FAILED: 64,256,512,3,1
# BUILD_FAILED: 64,256,512,4,1
# BUILD_FAILED: 64,256,512,5,1
# BUILD_FAILED: 64,256,512,6,1
# BUILD_FAILED: 64,256,512,7,1
# BUILD_FAILED: 64,256,512,8,1
128,16,131072,128,16,32,0,FP8_E4M3,0.399083,1.34526
128,16,131072,128,16,32,2,FP8_E4M3,0.878179,0.611346
128,16,131072,128,16,32,3,FP8_E4M3,0.583466,0.920142
128,16,131072,128,16,32,4,FP8_E4M3,0.444106,1.20888
128,16,131072,128,16,32,5,FP8_E4M3,0.391714,1.37057
128,16,131072,128,16,32,6,FP8_E4M3,0.391906,1.3699
128,16,131072,128,16,32,7,FP8_E4M3,0.389368,1.37883
128,16,131072,128,16,32,8,FP8_E4M3,0.40191,1.3358
128,16,131072,128,16,64,0,FP8_E4M3,0.212005,2.53235
128,16,131072,128,16,64,2,FP8_E4M3,0.513515,1.04548
128,16,131072,128,16,64,3,FP8_E4M3,0.317165,1.69272
128,16,131072,128,16,64,4,FP8_E4M3,0.2406,2.23138
128,16,131072,128,16,64,5,FP8_E4M3,0.205314,2.61488
128,16,131072,128,16,64,6,FP8_E4M3,0.199112,2.69633
128,16,131072,128,16,64,7,FP8_E4M3,0.199936,2.68521
128,16,131072,128,16,64,8,FP8_E4M3,0.205298,2.61509
128,16,131072,128,16,128,0,FP8_E4M3,0.114942,4.67078
128,16,131072,128,16,128,2,FP8_E4M3,0.273032,1.96633
128,16,131072,128,16,128,3,FP8_E4M3,0.178982,2.99957
128,16,131072,128,16,128,4,FP8_E4M3,0.140546,3.81991
128,16,131072,128,16,128,5,FP8_E4M3,0.116178,4.62112
128,16,131072,128,16,128,6,FP8_E4M3,0.119125,4.50679
128,16,131072,128,16,128,7,FP8_E4M3,0.123278,4.35495
128,16,131072,128,16,128,8,FP8_E4M3,0.12639,4.24772
128,16,131072,128,16,256,0,FP8_E4M3,0.133611,4.01816
128,16,131072,128,16,256,2,FP8_E4M3,0.219715,2.44349
128,16,131072,128,16,256,3,FP8_E4M3,0.127451,4.21236
128,16,131072,128,16,256,4,FP8_E4M3,0.119538,4.49123
128,16,131072,128,16,256,5,FP8_E4M3,0.125184,4.28865
128,16,131072,128,16,256,6,FP8_E4M3,0.128646,4.17323
# BUILD_FAILED: 128,16,256,7,1
# BUILD_FAILED: 128,16,256,8,1
128,16,131072,128,16,512,0,FP8_E4M3,0.138347,3.88061
128,16,131072,128,16,512,2,FP8_E4M3,0.183811,2.92077
128,16,131072,128,16,512,3,FP8_E4M3,0.149718,3.58587
# BUILD_FAILED: 128,16,512,4,1
# BUILD_FAILED: 128,16,512,5,1
# BUILD_FAILED: 128,16,512,6,1
# BUILD_FAILED: 128,16,512,7,1
# BUILD_FAILED: 128,16,512,8,1
128,32,131072,128,32,32,0,FP8_E4M3,0.529917,2.02625
128,32,131072,128,32,32,2,FP8_E4M3,0.897563,1.19629
128,32,131072,128,32,32,3,FP8_E4M3,0.599104,1.79225
128,32,131072,128,32,32,4,FP8_E4M3,0.457597,2.34648
128,32,131072,128,32,32,5,FP8_E4M3,0.443138,2.42304
128,32,131072,128,32,32,6,FP8_E4M3,0.432378,2.48334
128,32,131072,128,32,32,7,FP8_E4M3,0.428909,2.50343
128,32,131072,128,32,32,8,FP8_E4M3,0.429821,2.49811
128,32,131072,128,32,64,0,FP8_E4M3,0.219574,4.8901
128,32,131072,128,32,64,2,FP8_E4M3,0.505992,2.12205
128,32,131072,128,32,64,3,FP8_E4M3,0.330992,3.24401
128,32,131072,128,32,64,4,FP8_E4M3,0.258234,4.15803
128,32,131072,128,32,64,5,FP8_E4M3,0.219602,4.8895
128,32,131072,128,32,64,6,FP8_E4M3,0.225875,4.75369
128,32,131072,128,32,64,7,FP8_E4M3,0.233768,4.59319
128,32,131072,128,32,64,8,FP8_E4M3,0.242573,4.42647
128,32,131072,128,32,128,0,FP8_E4M3,0.133302,8.05493
128,32,131072,128,32,128,2,FP8_E4M3,0.278522,3.85515
128,32,131072,128,32,128,3,FP8_E4M3,0.186662,5.75232
128,32,131072,128,32,128,4,FP8_E4M3,0.147459,7.28162
128,32,131072,128,32,128,5,FP8_E4M3,0.12479,8.60436
128,32,131072,128,32,128,6,FP8_E4M3,0.13003,8.25762
128,32,131072,128,32,128,7,FP8_E4M3,0.133509,8.04248
128,32,131072,128,32,128,8,FP8_E4M3,0.116893,9.1857
128,32,131072,128,32,256,0,FP8_E4M3,0.12203,8.79897
128,32,131072,128,32,256,2,FP8_E4M3,0.211,5.08882
128,32,131072,128,32,256,3,FP8_E4M3,0.136123,7.88801
128,32,131072,128,32,256,4,FP8_E4M3,0.123165,8.71793
128,32,131072,128,32,256,5,FP8_E4M3,0.127338,8.43224
# BUILD_FAILED: 128,32,256,6,1
# BUILD_FAILED: 128,32,256,7,1
# BUILD_FAILED: 128,32,256,8,1
128,32,131072,128,32,512,0,FP8_E4M3,0.180168,5.95967
128,32,131072,128,32,512,2,FP8_E4M3,0.16429,6.53566
# BUILD_FAILED: 128,32,512,3,1
# BUILD_FAILED: 128,32,512,4,1
# BUILD_FAILED: 128,32,512,5,1
# BUILD_FAILED: 128,32,512,6,1
# BUILD_FAILED: 128,32,512,7,1
# BUILD_FAILED: 128,32,512,8,1
128,64,131072,128,64,32,0,FP8_E4M3,0.520672,4.12445
128,64,131072,128,64,32,2,FP8_E4M3,0.962766,2.23053
128,64,131072,128,64,32,3,FP8_E4M3,0.646435,3.32204
128,64,131072,128,64,32,4,FP8_E4M3,0.513811,4.17952
128,64,131072,128,64,32,5,FP8_E4M3,0.514006,4.17793
128,64,131072,128,64,32,6,FP8_E4M3,0.511576,4.19778
128,64,131072,128,64,32,7,FP8_E4M3,0.514784,4.17162
128,64,131072,128,64,32,8,FP8_E4M3,0.514526,4.17371
128,64,131072,128,64,64,0,FP8_E4M3,0.268776,7.98986
128,64,131072,128,64,64,2,FP8_E4M3,0.527182,4.07351
128,64,131072,128,64,64,3,FP8_E4M3,0.351725,6.10558
128,64,131072,128,64,64,4,FP8_E4M3,0.265646,8.08399
128,64,131072,128,64,64,5,FP8_E4M3,0.26051,8.24337
128,64,131072,128,64,64,6,FP8_E4M3,0.268464,7.99915
128,64,131072,128,64,64,7,FP8_E4M3,0.278238,7.71814
128,64,131072,128,64,64,8,FP8_E4M3,0.290314,7.39712
128,64,131072,128,64,128,0,FP8_E4M3,0.160696,13.3636
128,64,131072,128,64,128,2,FP8_E4M3,0.354829,6.05217
128,64,131072,128,64,128,3,FP8_E4M3,0.244019,8.80047
128,64,131072,128,64,128,4,FP8_E4M3,0.194986,11.0136
128,64,131072,128,64,128,5,FP8_E4M3,0.186966,11.4859
128,64,131072,128,64,128,6,FP8_E4M3,0.139906,15.3495
128,64,131072,128,64,128,7,FP8_E4M3,0.139998,15.3393
128,64,131072,128,64,128,8,FP8_E4M3,0.145461,14.7633
128,64,131072,128,64,256,0,FP8_E4M3,0.149763,14.3392
128,64,131072,128,64,256,2,FP8_E4M3,0.244136,8.79626
128,64,131072,128,64,256,3,FP8_E4M3,0.170443,12.5994
128,64,131072,128,64,256,4,FP8_E4M3,0.16607,12.9312
# BUILD_FAILED: 128,64,256,5,1
# BUILD_FAILED: 128,64,256,6,1
# BUILD_FAILED: 128,64,256,7,1
# BUILD_FAILED: 128,64,256,8,1
128,64,131072,128,64,512,0,FP8_E4M3,0.227677,9.43216
128,64,131072,128,64,512,2,FP8_E4M3,0.235979,9.10031
# BUILD_FAILED: 128,64,512,3,1
# BUILD_FAILED: 128,64,512,4,1
# BUILD_FAILED: 128,64,512,5,1
# BUILD_FAILED: 128,64,512,6,1
# BUILD_FAILED: 128,64,512,7,1
# BUILD_FAILED: 128,64,512,8,1
128,128,131072,128,128,32,0,FP8_E4M3,0.691979,6.20679
128,128,131072,128,128,32,2,FP8_E4M3,1.74356,2.46333
128,128,131072,128,128,32,3,FP8_E4M3,1.15905,3.70559
128,128,131072,128,128,32,4,FP8_E4M3,0.91783,4.67948
128,128,131072,128,128,32,5,FP8_E4M3,0.741749,5.79033
128,128,131072,128,128,32,6,FP8_E4M3,0.694517,6.18411
128,128,131072,128,128,32,7,FP8_E4M3,0.689189,6.23192
128,128,131072,128,128,32,8,FP8_E4M3,0.682797,6.29026
128,128,131072,128,128,64,0,FP8_E4M3,0.347005,12.3773
128,128,131072,128,128,64,2,FP8_E4M3,0.939704,4.57055
128,128,131072,128,128,64,3,FP8_E4M3,0.626758,6.85267
128,128,131072,128,128,64,4,FP8_E4M3,0.463626,9.26387
128,128,131072,128,128,64,5,FP8_E4M3,0.384195,11.1791
128,128,131072,128,128,64,6,FP8_E4M3,0.376272,11.4145
128,128,131072,128,128,64,7,FP8_E4M3,0.384157,11.1802
128,128,131072,128,128,64,8,FP8_E4M3,0.356037,12.0633
128,128,131072,128,128,128,0,FP8_E4M3,0.197974,21.6946
128,128,131072,128,128,128,2,FP8_E4M3,0.544403,7.88931
128,128,131072,128,128,128,3,FP8_E4M3,0.368507,11.655
128,128,131072,128,128,128,4,FP8_E4M3,0.282677,15.1939
128,128,131072,128,128,128,5,FP8_E4M3,0.218254,19.6787
128,128,131072,128,128,128,6,FP8_E4M3,0.194206,22.1155
128,128,131072,128,128,128,7,FP8_E4M3,0.198746,21.6104
# BUILD_FAILED: 128,128,128,8,1
128,128,131072,128,128,256,0,FP8_E4M3,0.254485,16.8771
128,128,131072,128,128,256,2,FP8_E4M3,0.377506,11.3772
128,128,131072,128,128,256,3,FP8_E4M3,0.238192,18.0315
# BUILD_FAILED: 128,128,256,4,1
# BUILD_FAILED: 128,128,256,5,1
# BUILD_FAILED: 128,128,256,6,1
# BUILD_FAILED: 128,128,256,7,1
# BUILD_FAILED: 128,128,256,8,1
# BUILD_FAILED: 128,128,512,0,1
# BUILD_FAILED: 128,128,512,2,1
# BUILD_FAILED: 128,128,512,3,1
# BUILD_FAILED: 128,128,512,4,1
# BUILD_FAILED: 128,128,512,5,1
# BUILD_FAILED: 128,128,512,6,1
# BUILD_FAILED: 128,128,512,7,1
# BUILD_FAILED: 128,128,512,8,1
128,192,131072,128,192,32,0,FP8_E4M3,0.863104,7.46428
128,192,131072,128,192,32,2,FP8_E4M3,2.53746,2.53894
128,192,131072,128,192,32,3,FP8_E4M3,1.81531,3.54896
128,192,131072,128,192,32,4,FP8_E4M3,1.44608,4.45512
128,192,131072,128,192,32,5,FP8_E4M3,1.24567,5.17187
128,192,131072,128,192,32,6,FP8_E4M3,1.03335,6.23456
128,192,131072,128,192,32,7,FP8_E4M3,0.961626,6.69954
128,192,131072,128,192,32,8,FP8_E4M3,0.867406,7.42726
128,192,131072,128,192,64,0,FP8_E4M3,0.433195,14.8719
128,192,131072,128,192,64,2,FP8_E4M3,1.34812,4.77885
128,192,131072,128,192,64,3,FP8_E4M3,0.930402,6.92438
128,192,131072,128,192,64,4,FP8_E4M3,0.687851,9.36605
128,192,131072,128,192,64,5,FP8_E4M3,0.638163,10.0953
128,192,131072,128,192,64,6,FP8_E4M3,0.56956,11.3113
128,192,131072,128,192,64,7,FP8_E4M3,0.484445,13.2986
128,192,131072,128,192,64,8,FP8_E4M3,0.460326,13.9954
128,192,131072,128,192,128,0,FP8_E4M3,0.350298,18.3914
128,192,131072,128,192,128,2,FP8_E4M3,0.760632,8.46987
128,192,131072,128,192,128,3,FP8_E4M3,0.522022,12.3413
128,192,131072,128,192,128,4,FP8_E4M3,0.423243,15.2216
128,192,131072,128,192,128,5,FP8_E4M3,0.334886,19.2377
# BUILD_FAILED: 128,192,128,6,1
# BUILD_FAILED: 128,192,128,7,1
# BUILD_FAILED: 128,192,128,8,1
128,192,131072,128,192,256,0,FP8_E4M3,0.52944,12.1684
128,192,131072,128,192,256,2,FP8_E4M3,0.513528,12.5455
# BUILD_FAILED: 128,192,256,3,1
# BUILD_FAILED: 128,192,256,4,1
# BUILD_FAILED: 128,192,256,5,1
# BUILD_FAILED: 128,192,256,6,1
# BUILD_FAILED: 128,192,256,7,1
# BUILD_FAILED: 128,192,256,8,1
# BUILD_FAILED: 128,192,512,0,1
# BUILD_FAILED: 128,192,512,2,1
# BUILD_FAILED: 128,192,512,3,1
# BUILD_FAILED: 128,192,512,4,1
# BUILD_FAILED: 128,192,512,5,1
# BUILD_FAILED: 128,192,512,6,1
# BUILD_FAILED: 128,192,512,7,1
# BUILD_FAILED: 128,192,512,8,1
128,256,131072,128,256,32,0,FP8_E4M3,1.04622,8.21047
128,256,131072,128,256,32,2,FP8_E4M3,2.86368,2.99961
128,256,131072,128,256,32,3,FP8_E4M3,1.89684,4.52855
128,256,131072,128,256,32,4,FP8_E4M3,1.55926,5.50897
128,256,131072,128,256,32,5,FP8_E4M3,1.36046,6.314
128,256,131072,128,256,32,6,FP8_E4M3,1.18286,7.26203
128,256,131072,128,256,32,7,FP8_E4M3,1.10529,7.77166
128,256,131072,128,256,32,8,FP8_E4M3,1.02725,8.36203
128,256,131072,128,256,64,0,FP8_E4M3,0.520272,16.5105
128,256,131072,128,256,64,2,FP8_E4M3,1.50375,5.71235
128,256,131072,128,256,64,3,FP8_E4M3,1.00819,8.52018
128,256,131072,128,256,64,4,FP8_E4M3,0.929984,9.23665
128,256,131072,128,256,64,5,FP8_E4M3,0.689986,12.4494
128,256,131072,128,256,64,6,FP8_E4M3,0.612203,14.0312
128,256,131072,128,256,64,7,FP8_E4M3,0.54979,15.624
128,256,131072,128,256,64,8,FP8_E4M3,0.537845,15.971
128,256,131072,128,256,128,0,FP8_E4M3,0.487147,17.6331
128,256,131072,128,256,128,2,FP8_E4M3,0.836472,10.2692
128,256,131072,128,256,128,3,FP8_E4M3,0.571899,15.02
128,256,131072,128,256,128,4,FP8_E4M3,0.461848,18.5991
# BUILD_FAILED: 128,256,128,5,1
# BUILD_FAILED: 128,256,128,6,1
# BUILD_FAILED: 128,256,128,7,1
# BUILD_FAILED: 128,256,128,8,1
128,256,131072,128,256,256,0,FP8_E4M3,0.581042,14.7837
128,256,131072,128,256,256,2,FP8_E4M3,0.596739,14.3948
# BUILD_FAILED: 128,256,256,3,1
# BUILD_FAILED: 128,256,256,4,1
# BUILD_FAILED: 128,256,256,5,1
# BUILD_FAILED: 128,256,256,6,1
# BUILD_FAILED: 128,256,256,7,1
# BUILD_FAILED: 128,256,256,8,1
# BUILD_FAILED: 128,256,512,0,1
# BUILD_FAILED: 128,256,512,2,1
# BUILD_FAILED: 128,256,512,3,1
# BUILD_FAILED: 128,256,512,4,1
# BUILD_FAILED: 128,256,512,5,1
# BUILD_FAILED: 128,256,512,6,1
# BUILD_FAILED: 128,256,512,7,1
# BUILD_FAILED: 128,256,512,8,1
