Format,ABLayout,CTAGroup,M,N,K,PipelineDepth,Cycles,CyclesPerMMA,FLOPsPerCycle
E4M3,TS,1,128,96,32,512,24699483,48.2412,16302.082037760256
E4M3,TS,1,128,112,32,32,1909287,59.6652,15377.540006569994
E4M3,TS,1,128,112,32,64,3701287,57.8326,15864.823646178798
E4M3,TS,1,128,112,32,128,7285287,56.9163,16120.232692567859
E4M3,TS,1,128,112,32,256,14453037,56.4572,16251.319583684632
E4M3,TS,1,128,112,32,512,28795483,56.2412,16313.734415339644
E4M3,TS,1,128,128,32,32,2165287,67.6652,15496.532929777788
E4M3,TS,1,128,128,32,64,4213289,65.8326,15927.91413372706
E4M3,TS,1,128,128,32,128,8309535,64.9182,16152.26546638693
E4M3,TS,1,128,128,32,256,16501535,64.4591,16267.307486452648
E4M3,TS,1,128,128,32,512,32891733,64.2417,16322.357596389886
E4M3,TS,1,128,256,32,32,4213287,131.6652,15927.91413372706
E4M3,TS,1,128,256,32,64,8309535,129.8365,16152.253025921062
E4M3,TS,1,128,256,32,128,16501535,128.9182,16267.307486452648
E4M3,TS,1,128,256,32,256,32885535,128.4591,16325.445219529016
E4M3,TS,1,128,256,32,512,65659733,128.2417,16353.12070878661
E4M3,TS,2,128,64,32,32,696036,21.7511,24103.976350621346
E4M3,TS,2,128,64,32,64,1240036,19.3756,27059.18784450546
E4M3,TS,2,128,64,32,128,2328036,18.1878,28826.356128833613
E4M3,TS,2,128,64,32,256,4504036,17.5939,29799.419116852998
E4M3,TS,2,128,64,32,512,8862362,17.3093,30289.38200851565
E4M3,TS,2,128,80,32,32,794160,24.8175,26407.17235821497
E4M3,TS,2,128,80,32,64,1434160,22.4088,29245.6534932705
E4M3,TS,2,128,80,32,128,2714160,21.2044,30906.792929769294
E4M3,TS,2,128,80,32,256,5274160,20.6022,31810.195027715487
E4M3,TS,2,128,80,32,512,10399370,20.3113,32265.783086262327
E4M3,TS,2,128,96,32,32,922160,28.8175,27290.084150255923
E4M3,TS,2,128,96,32,64,1690160,26.4088,29779.16452091727
E4M3,TS,2,128,96,32,128,3226160,25.2044,31202.171049499295
E4M3,TS,2,128,96,32,256,6298160,24.6022,31965.921746835647
E4M3,TS,2,128,96,32,512,12447370,24.3113,32348.41411195617
E4M3,TS,2,128,112,32,32,1050160,32.8175,27957.766435590765
E4M3,TS,2,128,112,32,64,1946160,30.4088,30172.318539370182
E4M3,TS,2,128,112,32,128,3738160,29.2044,31416.635849392558
E4M3,TS,2,128,112,32,256,7322160,28.6022,32078.091895029054
E4M3,TS,2,128,112,32,512,14495370,28.3113,32407.695867021295
E4M3,TS,2,128,128,32,32,1178036,36.8136,28483.386574526805
E4M3,TS,2,128,128,32,64,2202036,34.4068,30475.836171919505
E4M3,TS,2,128,128,32,128,4250036,33.2034,31580.38032249709
E4M3,TS,2,128,128,32,256,8340080,32.5784,32186.233823637747
E4M3,TS,2,128,128,32,512,16544360,32.3132,32450.39179035193
E4M3,TS,2,128,256,32,32,2202036,68.8136,30475.836171919505
E4M3,TS,2,128,256,32,64,4250036,66.4068,31580.38032249709
E4M3,TS,2,128,256,32,128,8346284,65.2053,32162.29355589193
E4M3,TS,2,128,256,32,256,16538284,64.6027,32462.296467485106
E4M3,TS,2,128,256,32,512,32928360,64.3132,32608.42253223289
E4M3,TS,2,256,64,32,32,1170036,36.5636,28678.1389141113
E4M3,TS,2,256,64,32,64,2194036,34.2818,30586.958677782382
E4M3,TS,2,256,64,32,128,4242036,33.1409,31639.93735836987
E4M3,TS,2,256,64,32,256,8332080,32.5472,32217.087798643206
E4M3,TS,2,256,64,32,512,16536360,32.2976,32466.065590012877
E4M3,TS,2,256,80,32,32,1426160,44.5675,29409.77169462052
E4M3,TS,2,256,80,32,64,2706160,42.2837,30998.233361791892
E4M3,TS,2,256,80,32,128,5266160,41.1419,31858.51893082235
E4M3,TS,2,256,80,32,256,10385168,40.5671,32309.926023797605
E4M3,TS,2,256,80,32,512,20631368,40.2956,32527.620881684354
E4M3,TS,2,256,96,32,32,1682160,52.5675,29920.844628334995
E4M3,TS,2,256,96,32,64,3218160,50.2837,31279.798423743676
E4M3,TS,2,256,96,32,128,6290160,49.1419,32006.576872282105
E4M3,TS,2,256,96,32,256,12433168,48.5671,32385.38022653195
E4M3,TS,2,256,96,32,512,24728600,48.298,32565.820530870842
E4M3,TS,2,256,112,32,32,1938160,60.5675,30296.908407974573
E4M3,TS,2,256,112,32,64,3730160,58.2837,31484.06844452222
E4M3,TS,2,256,112,32,128,7314160,57.1419,32113.177895729754
E4M3,TS,2,256,112,32,256,14481168,56.5671,32439.492213671903
E4M3,TS,2,256,112,32,512,28823368,56.2956,32595.94000241582
E4M3,TS,2,256,128,32,32,2194036,68.5636,30586.958677782382
E4M3,TS,2,256,128,32,64,4242036,66.2818,31639.93735836987
E4M3,TS,2,256,128,32,128,8338284,65.1428,32193.151046623727
E4M3,TS,2,256,128,32,256,16530284,64.5714,32478.032069925695
E4M3,TS,2,256,128,32,512,32920360,64.2976,32616.33404668292
E4M3,TS,2,256,256,32,32,4242036,132.5636,31639.93735836987
E4M3,TS,2,256,256,32,64,8338284,130.2857,32193.126336965608
E4M3,TS,2,256,256,32,128,16530284,129.1428,32478.032069925695
E4M3,TS,2,256,256,32,256,32914284,128.5714,32622.371693860372
E4M3,TS,2,256,256,32,512,65688360,128.2976,32691.991120644503
S8,SS,1,64,64,32,32,1156039,36.1262,7256.340273817895
S8,SS,1,64,64,32,64,2180039,34.0631,7695.835082537996
S8,SS,1,64,64,32,128,4228039,33.0316,7936.158103149712
S8,SS,1,64,64,32,256,8324409,32.5172,8061.702729632317
S8,SS,1,64,64,32,512,16522363,32.2702,8123.407973920211
S8,SS,1,64,80,32,32,1412163,44.1301,7425.317413738016
S8,SS,1,64,80,32,64,2692163,42.065,7789.84904314751
S8,SS,1,64,80,32,128,5252163,41.0325,7985.864863218181
S8,SS,1,64,80,32,256,10371539,40.5138,8088.1082495347255
S8,SS,1,64,80,32,512,20617495,40.2685,8137.377851173994
S8,SS,1,64,96,32,32,1668163,52.1301,7542.974212595027
S8,SS,1,64,96,32,64,3204163,50.065,7854.109657445321
S8,SS,1,64,96,32,128,6276163,49.0325,8019.497272217407
S8,SS,1,64,96,32,256,12419539,48.5138,8105.240158470373
S8,SS,1,64,96,32,512,24713493,48.2685,8146.430902141147
S8,SS,1,64,112,32,32,1924163,60.1301,7629.323749669466
S8,SS,1,64,112,32,64,3716163,58.065,7900.663050030139
S8,SS,1,64,112,32,128,7300163,57.0325,8043.694384780608
S8,SS,1,64,112,32,256,14467539,56.5138,8117.5217380533595
S8,SS,1,64,112,32,512,28809987,56.2695,8152.7648193070845
S8,SS,1,64,128,32,32,2180039,68.1262,7695.835082537996
S8,SS,1,64,128,32,64,4228039,66.0631,7936.170116146532
S8,SS,1,64,128,32,128,8324399,65.0344,8061.702729632317
S8,SS,1,64,128,32,256,16516153,64.5162,8126.455060899433
S8,SS,1,64,128,32,512,32905367,64.2683,8157.800968751313
S8,SS,1,64,256,32,32,4228039,132.1262,7936.170116146532
S8,SS,1,64,256,32,64,8318061,129.9697,8067.849660343912
S8,SS,1,64,256,32,128,16516409,129.0344,8126.329102936891
S8,SS,1,64,256,32,256,32900409,128.5172,8159.032409669679
S8,SS,1,64,256,32,512,65673369,128.2683,8174.864717159267
S8,SS,1,128,64,32,32,1668039,52.1262,10058.051421358166
S8,SS,1,128,64,32,64,3204039,50.0631,10472.543649913809
S8,SS,1,128,64,32,128,6276039,49.0316,10692.859298901118
S8,SS,1,128,64,32,256,12420409,48.5172,10806.229543337207
S8,SS,1,128,64,32,512,24714363,48.2702,10861.525330328028
S8,SS,1,128,80,32,32,1800163,56.2551,11649.788196981252
S8,SS,1,128,80,32,64,3464163,54.1275,12107.70865087063
S8,SS,1,128,80,32,128,6792163,53.0638,12350.415914427538
S8,SS,1,128,80,32,256,13447539,52.5294,12476.061024873688
S8,SS,1,128,80,32,512,26765243,52.2759,12536.560824395181
S8,SS,1,128,96,32,32,1932163,60.3801,13024.688597733359
S8,SS,1,128,96,32,64,3724163,58.19,13514.899467262418
S8,SS,1,128,96,32,128,7308163,57.095,13774.095805236886
S8,SS,1,128,96,32,256,14475291,56.5441,13908.294587764241
S8,SS,1,128,96,32,512,28818241,56.2856,13972.170501869039
S8,SS,1,128,112,32,32,2064163,64.5051,14223.743548959696
S8,SS,1,128,112,32,64,3984163,62.2525,14738.428175575278
S8,SS,1,128,112,32,128,7821989,61.1093,15014.146782895567
S8,SS,1,128,112,32,256,15503539,60.5607,15150.155133609751
S8,SS,1,128,112,32,512,30869493,60.292,15217.673986598553
S8,SS,1,128,128,32,32,2196039,68.6262,15279.528809696589
S8,SS,1,128,128,32,64,4244039,66.3131,15812.50160224752
S8,SS,1,128,128,32,128,8340409,65.1594,16092.474761891606
S8,SS,1,128,128,32,256,16532409,64.5797,16236.928942066934
S8,SS,1,128,128,32,512,32922607,64.302,16307.05110260956
S8,SS,1,128,256,32,32,4244039,132.6262,15812.50160224752
S8,SS,1,128,256,32,64,8334039,130.2194,16104.758584358397
S8,SS,1,128,256,32,128,16532409,129.1594,16236.928942066934
S8,SS,1,128,256,32,256,32916409,128.5797,16310.132937003274
S8,SS,1,128,256,32,512,65690361,128.3015,16345.498688635753
S8,SS,2,128,64,32,32,953904,29.8095,17587.950150119927
S8,SS,2,128,64,32,64,1753904,27.4047,19131.316890898277
S8,SS,2,128,64,32,128,3353904,26.2024,20009.15946630843
S8,SS,2,128,64,32,256,6553904,25.6012,20479.04004499789
S8,SS,2,128,64,32,512,12958986,25.3105,20714.24902708362
S8,SS,2,128,80,32,32,1022278,31.9462,20514.48998628945
S8,SS,2,128,80,32,64,1886278,29.4731,22235.869318123987
S8,SS,2,128,80,32,128,3614278,28.2365,23209.675420112268
S8,SS,2,128,80,32,256,7070278,27.6183,23729.19404887339
S8,SS,2,128,80,32,512,13987730,27.3198,23988.46258025315
S8,SS,2,128,96,32,32,1090278,34.0712,23082.01648312945
S8,SS,2,128,96,32,64,2018280,31.5356,24937.911439769658
S8,SS,2,128,96,32,128,3874280,30.2678,25982.463211729955
S8,SS,2,128,96,32,256,7586280,29.6339,26538.25517397305
S8,SS,2,128,96,32,512,15015486,29.3271,26815.88019272277
S8,SS,2,128,112,32,32,1128278,35.2587,26022.059803679662
S8,SS,2,128,112,32,64,2088280,32.6294,28118.935683769854
S8,SS,2,128,112,32,128,4008280,31.3147,29299.466384796917
S8,SS,2,128,112,32,256,7845738,30.6474,29937.417203416928
S8,SS,2,128,112,32,512,15534236,30.3403,30240.439283724947
S8,SS,2,128,128,32,32,1193904,37.3095,28104.79904581943
S8,SS,2,128,128,32,64,2217906,34.6548,30257.742073248148
S8,SS,2,128,128,32,128,4265906,33.3274,31462.880392709903
S8,SS,2,128,128,32,256,8355954,32.6404,32125.096506170266
S8,SS,2,128,128,32,512,16560354,32.3444,32419.089548731776
S8,SS,2,128,256,32,32,2217904,69.3095,30257.78572922904
S8,SS,2,128,256,32,64,4265906,66.6548,31462.880392709903
S8,SS,2,128,256,32,128,8361906,65.3274,32102.180708247994
S8,SS,2,128,256,32,256,16553906,64.6637,32431.673411821466
S8,SS,2,128,256,32,512,32944104,64.344,32592.81362675619
S8,SS,2,256,64,32,32,1538904,48.0907,21804.132607759922
S8,SS,2,256,64,32,64,2914906,45.5454,23022.654318548084
S8,SS,2,256,64,32,128,5666906,44.2727,23684.48276251505
S8,SS,2,256,64,32,256,11170658,43.6354,24030.397337941213
S8,SS,2,256,64,32,512,22184979,43.33,24199.769213016385
S8,SS,2,256,80,32,32,1619278,50.6024,25902.32874330071
S8,SS,2,256,80,32,64,3071280,47.9888,27313.039709265497
S8,SS,2,256,80,32,128,5971280,46.6506,28096.5303768869
S8,SS,2,256,80,32,256,11774286,45.9933,28498.063848430098
S8,SS,2,256,80,32,512,23384730,45.6733,28697.729307932645
S8,SS,2,256,96,32,32,1751278,54.7274,28739.97302996305
S8,SS,2,256,96,32,64,3329280,52.02,30235.75547866205
S8,SS,2,256,96,32,128,6487280,50.6819,31034.03779258473
S8,SS,2,256,96,32,256,12801280,50.005,31454.134586541346
S8,SS,2,256,96,32,512,25437230,49.6821,31658.565157269924
S8,SS,2,256,112,32,32,1967278,61.4774,29848.49717131824
S8,SS,2,256,112,32,64,3759280,58.7388,31240.134289430498
S8,SS,2,256,112,32,128,7343280,57.3694,31985.832168368503
S8,SS,2,256,112,32,256,14510784,56.6827,32373.334368334607
S8,SS,2,256,112,32,512,28852982,56.3535,32562.449537295823
S8,SS,2,256,128,32,32,2222904,69.4657,30189.748321833653
S8,SS,2,256,128,32,64,4270906,66.7329,31426.058211167205
S8,SS,2,256,128,32,128,8366902,65.3664,32083.02736574142
S8,SS,2,256,128,32,256,16558902,64.6832,32421.896257451703
S8,SS,2,256,128,32,512,32949350,64.3542,32587.64773705523
S8,SS,2,256,256,32,32,4270904,133.4658,31426.058211167205
S8,SS,2,256,256,32,64,8366902,130.7328,32083.02736574142
S8,SS,2,256,256,32,128,16558410,129.3626,32422.848644043956
S8,SS,2,256,256,32,256,32942410,128.6813,32594.510624309827
S8,SS,2,256,256,32,512,65717102,128.3537,32677.702317891886
S8,TS,1,64,64,32,32,1139915,35.6223,7358.98580383636
S8,TS,1,64,64,32,64,2163915,33.8112,7753.170547037668
S8,TS,1,64,64,32,128,4211915,32.9056,7966.546727608675
S8,TS,1,64,64,32,256,8307913,32.4528,8077.700537395848
S8,TS,1,64,64,32,512,16506241,32.2388,8131.320024318524
S8,TS,1,64,80,32,32,1396039,43.6262,7511.082789699768
S8,TS,1,64,80,32,64,2676039,41.8131,7836.778425900017
S8,TS,1,64,80,32,128,5236039,40.9066,8010.443302547756
S8,TS,1,64,80,32,256,10356409,40.4547,8099.924112649457
S8,TS,1,64,80,32,512,20602363,40.239,8143.343522453342
S8,TS,1,64,96,32,32,1652039,51.6262,7616.597773998474
S8,TS,1,64,96,32,64,3188039,49.8131,7893.827125796227
S8,TS,1,64,96,32,128,6260039,48.9066,8040.141821349266
S8,TS,1,64,96,32,256,12404409,48.4547,8115.126086839873
S8,TS,1,64,96,32,512,24698363,48.239,8151.412757312549
S8,TS,1,64,112,32,32,1908039,59.6262,7693.799034652552
S8,TS,1,64,112,32,64,3700039,57.8131,7935.087376390472
S8,TS,1,64,112,32,128,7284039,56.9066,8061.490231361565
S8,TS,1,64,112,32,256,14452409,56.4547,8126.019622812626
S8,TS,1,64,112,32,512,28794363,56.239,8157.186294208645
S8,TS,1,64,128,32,32,2163915,67.6223,7753.182012442641
S8,TS,1,64,128,32,64,4211915,65.8112,7966.546727608675
S8,TS,1,64,128,32,128,8307913,64.9056,8077.700537395848
S8,TS,1,64,128,32,256,16499913,64.4528,8134.44877491746
S8,TS,1,64,128,32,512,32890233,64.2387,8161.559931941339
S8,TS,1,64,256,32,32,4211915,131.6223,7966.552780189983
S8,TS,1,64,256,32,64,8307913,129.8111,8077.706760053647
S8,TS,1,64,256,32,128,16499913,128.9056,8134.44877491746
S8,TS,1,64,256,32,256,32883913,128.4528,8163.122952555335
S8,TS,1,64,256,32,512,65658233,128.2387,8176.751635816646
S8,TS,1,128,64,32,32,1140287,35.634,14713.13913677948
S8,TS,1,128,64,32,64,2164289,33.817,15503.681580270279
S8,TS,1,128,64,32,128,4212289,32.9085,15931.689381162923
S8,TS,1,128,64,32,256,8308533,32.4552,16154.206413764205
S8,TS,1,128,64,32,512,16506737,32.2397,16262.186062525396
S8,TS,1,128,80,32,32,1396287,43.634,15019.48022184535
S8,TS,1,128,80,32,64,2676287,41.817,15672.09508094794
S8,TS,1,128,80,32,128,5236287,40.9085,16020.142513169636
S8,TS,1,128,80,32,256,10356037,40.4533,16200.408866520162
S8,TS,1,128,80,32,512,20602483,40.2392,16286.606095548621
S8,TS,1,128,96,32,32,1652287,51.634,15230.894371925475
S8,TS,1,128,96,32,64,3188287,49.817,15786.418290944857
S8,TS,1,128,96,32,128,6260287,48.9085,16079.658954987375
S8,TS,1,128,96,32,256,12404037,48.4533,16230.721127353556
S8,TS,1,128,96,32,512,24698483,48.2392,16302.757923016967
S8,TS,1,128,112,32,32,1908287,59.634,15385.58540429956
S8,TS,1,128,112,32,64,3700287,57.817,15869.104242696785
S8,TS,1,128,112,32,128,7284287,56.9085,16122.442165933035
S8,TS,1,128,112,32,256,14452037,56.4533,16252.44228415345
S8,TS,1,128,112,32,512,28794483,56.2392,16314.314570619783
S8,TS,1,128,128,32,32,2164287,67.634,15503.681580270279
S8,TS,1,128,128,32,64,4212289,65.817,15931.689381162923
S8,TS,1,128,128,32,128,8308535,64.9104,16154.206413764205
S8,TS,1,128,128,32,256,16500535,64.4552,16268.291774752075
S8,TS,1,128,128,32,512,32890731,64.2397,16322.865766807752
S8,TS,1,128,256,32,32,4212287,131.634,15931.689381162923
S8,TS,1,128,256,32,64,8308535,129.8209,16154.193970308326
S8,TS,1,128,256,32,128,16500535,128.9104,16268.291774752075
S8,TS,1,128,256,32,256,32884535,128.4552,16325.940872771209
S8,TS,1,128,256,32,512,65658733,128.2397,16353.375748695607
S8,TS,2,128,64,32,32,693036,21.6574,24208.2613794823
S8,TS,2,128,64,32,64,1237036,19.3287,27124.84543709613
S8,TS,2,128,64,32,128,2325036,18.1643,28863.650126897264
S8,TS,2,128,64,32,256,4501036,17.5822,29819.24901320654
S8,TS,2,128,64,32,512,8859600,17.3039,30298.834366819043
S8,TS,2,128,80,32,32,791160,24.7237,26507.35933537456
S8,TS,2,128,80,32,64,1431160,22.3619,29306.990908643722
S8,TS,2,128,80,32,128,2711160,21.1809,30941.083712212418
S8,TS,2,128,80,32,256,5271160,20.5905,31828.27031883636
S8,TS,2,128,80,32,512,10396370,20.3054,32275.158332266295
S8,TS,2,128,96,32,32,919160,28.7237,27379.202540062735
S8,TS,2,128,96,32,64,1687160,26.3619,29832.144117078056
S8,TS,2,128,96,32,128,3223160,25.1809,31231.29038279013
S8,TS,2,128,96,32,256,6295160,24.5905,31981.13092454403
S8,TS,2,128,96,32,512,12444370,24.3054,32356.266508677087
S8,TS,2,128,112,32,32,1047160,32.7238,28037.819568632007
S8,TS,2,128,112,32,64,1943160,30.3619,30218.925693056102
S8,TS,2,128,112,32,128,3735160,29.1809,31441.936335068487
S8,TS,2,128,112,32,256,7319160,28.5905,32091.21911124325
S8,TS,2,128,112,32,512,14492370,28.3054,32414.450952821724
S8,TS,2,128,128,32,32,1175036,36.7199,28556.069052475632
S8,TS,2,128,128,32,64,2199036,34.3599,30517.434567620974
S8,TS,2,128,128,32,128,4247036,33.18,31602.652200120556
S8,TS,2,128,128,32,256,8343284,32.591,32173.79031020834
S8,TS,2,128,128,32,512,16541360,32.3073,32456.31792195572
S8,TS,2,128,256,32,32,2199036,68.7199,30517.39015918242
S8,TS,2,128,256,32,64,4247036,66.3599,31602.699823236624
S8,TS,2,128,256,32,128,8343284,65.1819,32173.8396702152
S8,TS,2,128,256,32,256,16535284,64.591,32468.176680961747
S8,TS,2,128,256,32,512,32925360,64.3073,32611.414256235297
S8,TS,2,256,64,32,32,1167036,36.4699,28751.819994022466
S8,TS,2,256,64,32,64,2191036,34.2349,30628.861191357355
S8,TS,2,256,64,32,128,4239036,33.1175,31662.29334943761
S8,TS,2,256,64,32,256,8335284,32.5597,32204.719330952066
S8,TS,2,256,64,32,512,16533360,32.2917,32471.9974482607
S8,TS,2,256,80,32,32,1423160,44.4738,29471.73391974601
S8,TS,2,256,80,32,64,2703160,42.2369,31032.580516089012
S8,TS,2,256,80,32,128,5263160,41.1184,31876.72672088408
S8,TS,2,256,80,32,256,10382168,40.5553,32319.326943704025
S8,TS,2,256,80,32,512,20628368,40.2898,32532.303461421998
S8,TS,2,256,96,32,32,1679160,52.4738,29974.272875225353
S8,TS,2,256,96,32,64,3215160,50.2369,31308.938250568805
S8,TS,2,256,96,32,128,6287160,49.1184,32021.88996384247
S8,TS,2,256,96,32,256,12430168,48.5553,32393.250582325716
S8,TS,2,256,96,32,512,24724368,48.2898,32571.35047152815
S8,TS,2,256,112,32,32,1935160,60.4738,30343.851386881593
S8,TS,2,256,112,32,64,3727160,58.2369,31509.36948910399
S8,TS,2,256,112,32,128,7311160,57.1184,32126.390094960643
S8,TS,2,256,112,32,256,14478168,56.5553,32446.26056267052
S8,TS,2,256,112,32,512,28820368,56.2898,32599.298629591864
S8,TS,2,256,128,32,32,2191036,68.4699,30628.816458034846
S8,TS,2,256,128,32,64,4239036,66.2349,31662.341152474
S8,TS,2,256,128,32,128,8335284,65.1194,32204.719330952066
S8,TS,2,256,128,32,256,16527284,64.5597,32483.91798598816
S8,TS,2,256,128,32,512,32917360,64.2917,32619.327222643045
S8,TS,2,256,256,32,32,4239036,132.4699,31662.317250937762
S8,TS,2,256,256,32,64,8335284,130.2388,32204.719330952066
S8,TS,2,256,256,32,128,16527284,129.1194,32483.91798598816
S8,TS,2,256,256,32,256,32911284,128.5597,32625.34060051478
S8,TS,2,256,256,32,512,65685360,128.2917,32693.49459084259
F4,SS,1,64,64,64,64,2181039,34.0787,15384.624413489952
F4,SS,1,64,64,64,128,4229039,33.0394,15868.569041810686
F4,SS,1,64,64,64,256,8325409,32.5211,16121.471905931843
F4,SS,1,64,64,64,512,16523357,32.2722,16245.809086458316
F4,SS,1,64,64,64,1024,32925451,32.1538,16305.631060714442
F4,SS,1,64,80,64,64,2693163,42.0807,15573.885415404211
F4,SS,1,64,80,64,128,5253163,41.0403,15968.694185958679
F4,SS,1,64,80,64,256,10372539,40.5177,16174.659469811959
F4,SS,1,64,80,64,512,20618495,40.2705,16273.947430501235
F4,SS,1,64,80,64,1024,41118873,40.1551,16320.716422073412
F4,SS,1,64,96,64,64,3205163,50.0807,15703.294882060354
F4,SS,1,64,96,64,128,6277163,49.0403,16036.44349647127
F4,SS,1,64,96,64,256,12420539,48.5177,16209.177269326452
F4,SS,1,64,96,64,512,24714497,48.2705,16292.18673931283
F4,SS,1,64,96,64,1024,49312882,48.1571,16330.551465931296
F4,SS,1,64,112,64,64,3717163,58.0807,15797.054787562822
F4,SS,1,64,112,64,128,7301163,57.0403,16085.18889276529
F4,SS,1,64,112,64,256,14468539,56.5177,16233.923178048648
F4,SS,1,64,112,64,512,28810987,56.2715,16304.950107958735
F4,SS,1,64,112,64,1024,57504803,56.157,16338.194704133057
F4,SS,1,64,128,64,64,4229039,66.0787,15868.593056461463
F4,SS,1,64,128,64,128,8325399,65.0422,16121.471905931843
F4,SS,1,64,128,64,256,16517153,64.5201,16251.927693850444
F4,SS,1,64,128,64,512,32906361,64.2702,16315.119604420088
F4,SS,1,64,128,64,1024,65696865,64.1571,16343.880879902614
F4,SS,1,64,256,64,64,8319061,129.9853,16133.762817795552
F4,SS,1,64,256,64,128,16517409,129.0423,16251.663214310345
F4,SS,1,64,256,64,256,32901409,128.5211,16317.569644206284
F4,SS,1,64,256,64,512,65674369,128.2703,16349.474508128538
F4,SS,1,64,256,64,1024,131232998,128.1572,16363.903081528
F4,SS,1,128,64,64,64,3205039,50.0787,20938.56270230657
F4,SS,1,128,64,64,128,6277039,49.0394,21382.31707565753
F4,SS,1,128,64,64,256,12421409,48.5211,21610.721933344463
F4,SS,1,128,64,64,512,24715361,48.2722,21722.150637426927
F4,SS,1,128,64,64,1024,49314479,48.1587,21773.345210730353
F4,SS,1,128,80,64,64,3465163,54.1432,24208.395514118118
F4,SS,1,128,80,64,128,6793163,53.0716,24697.20151644194
F4,SS,1,128,80,64,256,13448539,52.5334,24950.222144388143
F4,SS,1,128,80,64,512,26766245,52.2778,25072.21038375754
F4,SS,1,128,80,64,1024,53412467,52.1606,25128.54530047584
F4,SS,1,128,96,64,64,3725163,58.2057,27022.508104876328
F4,SS,1,128,96,64,128,7309163,57.1028,27544.42864447978
F4,SS,1,128,96,64,256,14476291,56.548,27814.670722218292
F4,SS,1,128,96,64,512,28819239,56.2876,27943.348090876145
F4,SS,1,128,96,64,1024,57512180,56.1642,28004.743235014474
F4,SS,1,128,112,64,64,3985163,62.2682,29469.42420047472
F4,SS,1,128,112,64,128,7823173,61.1185,30023.773489205396
F4,SS,1,128,112,64,256,15504539,60.5646,30298.359107465418
F4,SS,1,128,112,64,512,30870493,60.2939,30434.388885111097
F4,SS,1,128,112,64,1024,61610136,60.1661,30499.03517096837
F4,SS,1,128,128,64,64,4245039,66.3287,31617.565247019767
F4,SS,1,128,128,64,128,8341409,65.1673,32181.047856823898
F4,SS,1,128,128,64,256,16533409,64.5836,32471.896890232194
F4,SS,1,128,128,64,512,32923607,64.3039,32613.13854991688
F4,SS,1,128,128,64,1024,65711945,64.1718,32680.273889777127
F4,SS,1,128,256,64,64,8335039,130.235,32205.659001036584
F4,SS,1,128,256,64,128,16533409,129.1673,32471.87175082238
F4,SS,1,128,256,64,256,32917409,128.5836,32619.276486270413
F4,SS,1,128,256,64,512,65691361,128.3034,32690.513267769988
F4,SS,1,128,256,64,1024,131249604,128.1734,32723.66965376592
F4,SS,2,128,64,64,64,1756906,27.4517,38197.12440395312
F4,SS,2,128,64,64,128,3356906,26.2258,39982.6125418481
F4,SS,2,128,64,64,256,6556906,25.6129,40939.3703953867
F4,SS,2,128,64,64,512,12962980,25.3183,41415.73486371518
F4,SS,2,128,64,64,1024,25784283,25.18,41643.20889594917
F4,SS,2,128,80,64,64,1889280,29.52,44401.08401084011
F4,SS,2,128,80,64,128,3617280,28.26,46380.750176928515
F4,SS,2,128,80,64,256,7073280,27.63,47438.291711907346
F4,SS,2,128,80,64,512,13990732,27.3256,47966.741809877916
F4,SS,2,128,80,64,1024,27836195,27.1838,48216.95274391365
F4,SS,2,128,96,64,64,2021280,31.5825,49801.75730230349
F4,SS,2,128,96,64,128,3877280,30.2913,51924.612017311905
F4,SS,2,128,96,64,256,7589280,29.6456,53055.56305151523
F4,SS,2,128,96,64,512,15018974,29.3339,53619.327808440066
F4,SS,2,128,96,64,1024,29887931,29.1874,53888.45871848812
F4,SS,2,128,112,64,64,2091280,32.6763,56157.153655707654
F4,SS,2,128,112,64,128,4011280,31.3381,58555.17724431283
F4,SS,2,128,112,64,256,7848738,30.6591,59851.98521809186
F4,SS,2,128,112,64,512,15536740,30.3452,60471.11239998419
F4,SS,2,128,112,64,1024,30917941,30.1933,60775.337574892445
F4,SS,2,128,128,64,64,2220906,34.7017,60433.69633187999
F4,SS,2,128,128,64,128,4268906,33.3508,62881.61003634096
F4,SS,2,128,128,64,256,8361883,32.6636,64204.5579789123
F4,SS,2,128,128,64,512,16561991,32.3476,64831.76495319591
F4,SS,2,128,128,64,1024,32968531,32.1958,65137.44028724244
F4,SS,2,128,256,64,64,4268906,66.7017,62881.5157634663
F4,SS,2,128,256,64,128,8364906,65.3508,64181.371918935954
F4,SS,2,128,256,64,256,16556906,64.6754,64851.612823422816
F4,SS,2,128,256,64,512,32947104,64.3498,65179.75191842088
F4,SS,2,128,256,64,1024,65735849,64.1952,65336.72299486566
F4,SS,2,256,64,64,64,2917906,45.5923,45997.94263505022
F4,SS,2,256,64,64,128,5669906,44.2961,47343.942243222315
F4,SS,2,256,64,64,256,11173658,43.6471,48047.911545096926
F4,SS,2,256,64,64,512,22187735,43.3354,48393.5073865708
F4,SS,2,256,64,64,1024,44227396,43.1908,48555.52571380942
F4,SS,2,256,80,64,64,3074280,48.0356,54572.85846330638
F4,SS,2,256,80,64,128,5974280,46.6741,56164.76804051926
F4,SS,2,256,80,64,256,11777286,46.005,56981.632431257465
F4,SS,2,256,80,64,512,23387730,45.6792,57388.04532478677
F4,SS,2,256,80,64,1024,46621052,45.5284,57578.12705915429
F4,SS,2,256,96,64,64,3332280,52.0669,60417.04038458215
F4,SS,2,256,96,64,128,6490280,50.7053,62039.431775376535
